Age,Workclass,Education,Marital Status,Occupation,Race,Sex,Hours/Week,Native Country,Yearly Income
46,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
48,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
29,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,42,United-States,>50K
45,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Male,40,Germany,>50K
49,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
53,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
52,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
44,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,80,United-States,>50K
50,Private,10th,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
39,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
57,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,30,United-States,>50K
44,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
58,Private,9th,Married-civ-spouse,Handlers-cleaners,White,Male,50,United-States,>50K
41,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
28,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
40,Self-emp-not-inc,Some-college,Never-married,Craft-repair,White,Male,35,United-States,>50K
35,Private,Masters,Never-married,Prof-specialty,White,Male,44,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,40,United-States,>50K
35,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
28,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,>50K
46,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
50,State-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
67,Local-gov,Masters,Never-married,Exec-managerial,White,Female,72,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
60,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
48,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,El-Salvador,>50K
51,Private,Masters,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
52,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
43,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
66,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,White,Male,40,Yugoslavia,>50K
42,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
51,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
34,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
53,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,>50K
54,Self-emp-not-inc,Masters,Divorced,Prof-specialty,White,Male,50,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,42,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,32,United-States,>50K
45,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,48,United-States,>50K
37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
41,Private,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,>50K
55,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
35,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,42,United-States,>50K
36,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,60,United-States,>50K
54,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
36,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K
78,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
77,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,72,United-States,>50K
34,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Sales,White,Male,70,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
53,Private,Bachelors,Never-married,Other-service,Asian-Pac-Islander,Female,21,Japan,>50K
40,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
57,Private,HS-grad,Married-civ-spouse,Tech-support,Black,Male,40,Trinadad&Tobago,>50K
25,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,38,United-States,>50K
41,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
33,State-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
41,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,42,United-States,>50K
32,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
41,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
53,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
34,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
32,Private,Masters,Never-married,Exec-managerial,White,Female,60,United-States,>50K
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,>50K
41,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K
55,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,40,Poland,>50K
60,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,44,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
49,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
41,Private,Some-college,Married-civ-spouse,Sales,White,Male,35,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
38,Private,11th,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
36,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
56,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,46,United-States,>50K
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,>50K
34,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
26,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
49,Private,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,>50K
71,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
51,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,20,United-States,>50K
38,Private,10th,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
42,Private,Bachelors,Divorced,Prof-specialty,White,Male,50,United-States,>50K
54,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,70,United-States,>50K
57,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
42,Private,Bachelors,Never-married,Exec-managerial,White,Male,55,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
25,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,40,Germany,>50K
29,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
61,Private,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,50,India,>50K
26,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Transport-moving,Black,Male,46,United-States,>50K
60,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
40,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
66,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
41,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,White,Male,60,United-States,>50K
42,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
33,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Black,Female,40,United-States,>50K
32,Private,Masters,Separated,Exec-managerial,White,Male,55,United-States,>50K
44,Private,11th,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
55,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,60,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
30,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
47,Private,Masters,Divorced,Sales,White,Male,60,United-States,>50K
30,Private,Bachelors,Divorced,Sales,White,Male,40,United-States,>50K
57,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
45,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
47,Private,Bachelors,Divorced,Exec-managerial,White,Male,40,United-States,>50K
27,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,52,United-States,>50K
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,45,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,65,United-States,>50K
54,Private,Some-college,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
54,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
40,Private,Doctorate,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,India,>50K
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,42,United-States,>50K
43,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,99,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,48,United-States,>50K
55,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,55,United-States,>50K
49,State-gov,Doctorate,Divorced,Prof-specialty,White,Male,50,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,40,El-Salvador,>50K
36,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,75,United-States,>50K
37,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
41,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,80,United-States,>50K
50,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
36,Self-emp-not-inc,7th-8th,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,>50K
30,Private,Some-college,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,50,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Sales,Black,Male,40,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,17,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,42,United-States,>50K
49,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
49,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
46,Private,Masters,Married-civ-spouse,Sales,White,Male,65,United-States,>50K
43,Private,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,50,United-States,>50K
45,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
55,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
52,Private,1st-4th,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
50,Private,Masters,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
37,Private,Some-college,Married-civ-spouse,Sales,White,Female,40,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,44,United-States,>50K
48,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Black,Male,38,United-States,>50K
36,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,England,>50K
42,Private,Some-college,Never-married,Exec-managerial,White,Female,40,United-States,>50K
58,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
30,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
61,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,20,United-States,>50K
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
39,Private,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
53,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K
43,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
57,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
37,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
63,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
38,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Sales,White,Female,12,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,43,United-States,>50K
58,Private,HS-grad,Divorced,Tech-support,White,Male,39,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Sales,White,Male,35,United-States,>50K
34,Private,Assoc-acdm,Married-civ-spouse,Sales,Black,Male,50,United-States,>50K
44,Federal-gov,Prof-school,Divorced,Prof-specialty,White,Male,40,United-States,>50K
50,Private,Some-college,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
37,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,99,France,>50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,India,>50K
44,Local-gov,Assoc-voc,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
37,Private,Masters,Divorced,Exec-managerial,White,Male,45,United-States,>50K
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,44,United-States,>50K
48,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
64,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,24,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,48,United-States,>50K
55,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,35,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,50,Canada,>50K
47,Local-gov,Some-college,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
66,Private,Some-college,Married-civ-spouse,Sales,White,Male,24,United-States,>50K
70,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,20,United-States,>50K
54,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
38,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
33,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
38,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
25,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,Female,56,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
30,Private,Assoc-voc,Never-married,Craft-repair,White,Male,40,United-States,>50K
41,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Female,15,United-States,>50K
48,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,55,Iran,>50K
66,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
52,Private,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
24,Private,Masters,Married-civ-spouse,Prof-specialty,White,Female,35,United-States,>50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
29,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,42,United-States,>50K
46,Local-gov,Bachelors,Divorced,Protective-serv,Black,Male,50,United-States,>50K
44,Private,Masters,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
44,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
33,Private,Prof-school,Never-married,Prof-specialty,White,Male,40,United-States,>50K
48,Private,Masters,Divorced,Exec-managerial,White,Male,50,United-States,>50K
54,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
42,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,42,United-States,>50K
42,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,52,United-States,>50K
60,State-gov,Masters,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
45,Private,Bachelors,Divorced,Adm-clerical,White,Female,35,United-States,>50K
28,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K
49,Self-emp-inc,Masters,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,56,United-States,>50K
40,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
57,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,13,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
36,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
51,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
24,Private,HS-grad,Married-civ-spouse,Sales,White,Female,40,United-States,>50K
27,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
51,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,White,Male,50,United-States,>50K
26,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
54,Private,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,>50K
53,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
80,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
41,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,65,United-States,>50K
40,Private,Prof-school,Never-married,Prof-specialty,White,Female,50,United-States,>50K
42,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
43,Private,HS-grad,Married-AF-spouse,Craft-repair,Black,Female,42,United-States,>50K
38,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,46,United-States,>50K
51,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,50,China,>50K
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,48,United-States,>50K
37,Private,Some-college,Married-civ-spouse,Sales,White,Male,50,Germany,>50K
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,45,United-States,>50K
66,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
52,Local-gov,Masters,Never-married,Prof-specialty,White,Male,32,United-States,>50K
37,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
54,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,46,England,>50K
34,Private,HS-grad,Never-married,Tech-support,Asian-Pac-Islander,Male,35,China,>50K
66,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
49,Private,Assoc-voc,Divorced,Exec-managerial,White,Male,45,United-States,>50K
56,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
58,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
54,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,25,United-States,>50K
41,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
43,Private,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,>50K
57,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
39,Self-emp-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,White,Male,60,United-States,>50K
46,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,>50K
72,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
47,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
36,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
39,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
33,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
47,Private,11th,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
65,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
34,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,White,Male,60,United-States,>50K
40,State-gov,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,38,China,>50K
42,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
22,Private,11th,Married-civ-spouse,Machine-op-inspct,White,Male,70,United-States,>50K
43,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
54,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,35,United-States,>50K
39,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
36,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,50,United-States,>50K
36,Private,Prof-school,Never-married,Exec-managerial,White,Male,50,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
43,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
43,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,White,Male,70,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,38,United-States,>50K
46,Local-gov,Masters,Divorced,Exec-managerial,White,Female,65,United-States,>50K
30,Federal-gov,Bachelors,Never-married,Protective-serv,White,Female,60,United-States,>50K
27,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,45,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,Poland,>50K
56,Private,Masters,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
42,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
